mean_R,std_R,mean_G,std_G,mean_B,std_B,mean_gray,var_gray,edge_density,contrast,homogeneity,label,cluster
111.4091796875,55.401883585270255,115.03033447265624,54.888513340354734,108.916748046875,56.82901667717922,112.8095703125,3057.6619787216187,0.0511984965966426,310.8041953740157,0.1489267294068142,beach,0
81.47894287109375,35.9638971796345,98.4732666015625,43.60651995058088,91.7569580078125,48.86864831373903,94.52734375,1935.2110443115237,0.0665209593640775,351.3060408464567,0.1450436449385498,beach,0
116.67242431640624,46.26157141280087,115.35906982421876,51.47846406711249,102.11376953125,57.70108771323669,111.5623779296875,2752.751235947013,0.0374346306695996,179.31686761811025,0.3486449150029066,beach,0
134.2935791015625,38.00937246647859,156.898681640625,41.07433284393586,158.6915283203125,53.4476604148075,154.85601806640625,1942.49617594108,0.0476011674377579,281.9693651574803,0.1732394641526813,beach,0
88.8653564453125,25.46516819176846,92.52471923828124,26.6190115641917,62.25897216796875,29.753904127990054,83.0333251953125,729.7844118922949,0.0328678187119198,96.79822834645672,0.194358414604974,beach,0
149.63909912109375,29.57000700913763,178.45501708984375,32.46498719436035,188.19757080078125,43.92841790755399,178.1007080078125,1219.7535297721624,0.0172203570785508,43.30351870078741,0.5066610033689221,beach,0
116.29180908203124,30.98187696843088,132.38751220703125,32.82450736867856,135.75445556640625,37.36393215646408,131.56884765625,1130.4063928127289,0.046850542230652,270.47951525590554,0.1836412900657558,beach,0
90.89105224609376,31.4745046255231,95.66058349609376,31.44011652026706,81.16021728515625,40.74548122294674,90.74639892578124,1145.3429740928111,0.032830175777349,181.9122785433071,0.3390430940724288,beach,0
127.168212890625,26.65109124190537,123.67266845703124,30.79491836533073,107.30078125,41.297205877115175,119.1844482421875,1097.2602903693914,0.0303072414330752,76.56188484251969,0.3401783458797467,beach,0
130.0701904296875,35.984903587396275,164.33856201171875,47.15925724840513,175.3660888671875,54.758179882987086,163.7423095703125,2303.8801288455725,0.0325354665135969,98.99741633858272,0.3370365366587435,beach,0
94.978759765625,26.659982667015534,122.33953857421876,38.04740289908381,126.8616943359375,54.58579862548821,120.5810546875,1710.7872533798218,0.0318652556101979,132.57904773622047,0.3036846674685322,beach,0
